"[1, 1]","[19, 19]","[1117760, 102601, 222340, 112167]","[1117760, 102601, 222340, 112167]",18,"[112167, 102601, 222340, 1117760]",50
"[1, 1]","[19, 19]","[260033, 1400578, 16643, 176484, 226774, 111873, 272457, 195946, 393069, 287261, 392017, 193618, 154454, 103926, 397673, 306104, 391857, 245818, 106685, 180958, 354111]","[1400578, 176484, 272457, 397673, 306104, 260033, 103926, 106685, 193618, 16643, 226774, 195946, 392017, 154454, 245818, 180958, 354111, 111873, 287261, 393069, 391857]",62,"[1400578, 176484, 272457, 397673, 306104, 260033, 103926, 106685, 193618, 16643, 226774, 195946, 392017, 154454, 245818, 180958, 354111, 111873, 287261, 393069, 391857]",62
"[1, 1]","[19, 19]","[19494, 304902, 17032, 156523, 616588, 1590703, 207762, 204756, 354453, 129049, 1145658, 1588573, 72830]","[1588573, 17032, 304902, 156523, 616588, 207762, 72830, 19494, 1590703, 129049, 204756, 354453, 1145658]",28,"[1588573, 17032, 304902, 156523, 616588, 207762, 72830, 19494, 1590703, 129049, 204756, 354453, 1145658]",28
"[1, 1]","[19, 19]","[286438, 396806, 311368, 208299, 104076, 147629, 48409, 255229]","[286438, 396806, 311368, 104076, 255229, 208299, 147629, 48409]",8,"[286438, 396806, 311368, 104076, 255229, 208299, 147629, 48409]",36
"[1, 1]","[19, 19]","[356984, 376926, 360031]","[356984, 376926, 360031]",0,"[356984, 376926, 360031]",36
"[1, 1]","[19, 19]","[2625537, 1629090, 2625541, 1621158, 1621964, 1945580, 1624694, 2253198, 1622191, 1626710, 1622195, 1622196, 1621045, 1622038, 1623864, 1628756, 1626709, 1626718, 1651829]","[2625537, 1629090, 2625541, 1621158, 1621964, 1945580, 1624694, 2253198, 1622191, 1626710, 1622195, 1622196, 1621045, 1622038, 1623864, 1628756, 1626709, 1626718, 1651829]",0,"[2625537, 1629090, 2625541, 1621158, 1621964, 1945580, 1624694, 2253198, 1622191, 1626710, 1622195, 1622196, 1621045, 1622038, 1623864, 1628756, 1626709, 1626718, 1651829]",36
"[1, 1]","[19, 19]","[762640, 298112, 1138, 8659, 1329222]","[8659, 298112, 762640, 1138, 1329222]",28,"[1138, 8659, 298112, 762640, 1329222]",60
"[1, 1]","[19, 19]","[379184, 392028, 373389, 391231]","[379184, 392028, 391231, 373389]",16,"[379184, 392028, 391231, 373389]",52
"[1, 1]","[19, 19]","[848856, 393114, 135359, 397759]","[848856, 393114, 135359, 397759]",4,"[848856, 393114, 135359, 397759]",36
"[1, 1]","[19, 19]","[396275, 277444, 2176822, 397023]","[396275, 397023, 2176822, 277444]",6,"[277444, 2176822, 396275, 397023]",36
"[1, 1]","[19, 19]","[915008, 2353376, 920290, 2332456, 399274, 657803, 1324430, 2353999, 38512, 2363688, 395667, 1365, 408600, 2355128, 1072892, 398496, 2350751]","[1324430, 395667, 657803, 1365, 38512, 1072892, 408600, 2353376, 2332456, 2353999, 2363688, 2355128, 2350751, 399274, 398496, 920290, 915008]",30,"[1324430, 395667, 657803, 1365, 38512, 1072892, 408600, 2353376, 2332456, 2353999, 2363688, 2355128, 2350751, 399274, 398496, 920290, 915008]",30
"[1, 1]","[19, 19]","[1605984, 381992, 1101321, 195946, 1101327, 89769, 1101337, 219130, 383599]","[89769, 1101321, 381992, 383599, 1101327, 1605984, 195946, 1101337, 219130]",32,"[1101337, 1605984, 195946, 219130, 1101327, 381992, 383599, 1101321, 89769]",54
"[1, 1]","[19, 19]","[289088, 204257, 364846, 71795, 100792, 194170, 2625629]","[364846, 204257, 71795, 194170, 100792, 2625629, 289088]",34,"[204257, 364846, 289088, 2625629, 71795, 194170, 100792]",56
"[1, 1]","[19, 19]","[393069, 30668, 1190989, 272175, 391857, 371198, 322367]","[272175, 322367, 1190989, 371198, 393069, 30668, 391857]",42,"[391857, 30668, 393069, 371198, 1190989, 322367, 272175]",56
"[1, 1]","[19, 19]","[91849, 1114834, 334956]","[91849, 1114834, 334956]",0,"[91849, 1114834, 334956]",36
"[1, 1]","[19, 19]","[381992, 258569, 1456044, 324086, 383599]","[1456044, 381992, 258569, 383599, 324086]",20,"[324086, 381992, 258569, 383599, 1456044]",44
"[1, 1]","[19, 19]","[380057, 405691, 1044876, 179949, 391079]","[405691, 380057, 179949, 391079, 1044876]",18,"[1044876, 380057, 179949, 391079, 405691]",48
"[1, 1]","[19, 19]","[948360, 42416, 324086, 360062]","[948360, 42416, 360062, 324086]",14,"[324086, 948360, 42416, 360062]",44
"[1, 1]","[19, 19]","[272258, 239436, 230004, 1720533, 219130, 1400574]","[219130, 272258, 239436, 230004, 1720533, 1400574]",28,"[1400574, 1720533, 230004, 239436, 272258, 219130]",62
"[1, 1]","[19, 19]","[137041, 316459, 308245, 341789]","[137041, 316459, 308245, 341789]",0,"[137041, 316459, 308245, 341789]",36
"[1, 1]","[19, 19]","[1192416, 1101319, 1321, 363243, 145613, 365167, 387191]","[145613, 1321, 1192416, 1101319, 387191, 365167, 363243]",32,"[363243, 365167, 387191, 1101319, 1192416, 1321, 145613]",66
"[1, 1]","[19, 19]","[357344, 379553, 274852, 396342, 286783, 361415, 89769, 231434, 1147851, 160922, 388082, 76182, 359287, 61210, 391835, 392028, 388746, 108775]","[396342, 357344, 379553, 108775, 392028, 361415, 388082, 61210, 388746, 76182, 89769, 391835, 1147851, 359287, 160922, 274852, 286783, 231434]",42,"[396342, 357344, 379553, 108775, 392028, 361415, 388082, 61210, 388746, 76182, 89769, 391835, 1147851, 359287, 160922, 274852, 286783, 231434]",42
"[1, 1]","[19, 19]","[260033, 205427, 106685, 103926]","[260033, 106685, 103926, 205427]",2,"[205427, 260033, 106685, 103926]",36
"[1, 1]","[19, 19]","[111873, 257415, 287467, 1101838, 1689273, 287261, 398302]","[257415, 398302, 287467, 1689273, 111873, 287261, 1101838]",22,"[111873, 287261, 1689273, 257415, 398302, 287467, 1101838]",56
"[1, 1]","[19, 19]","[148548, 398325, 36346, 230013, 143230, 398335]","[148548, 398325, 36346, 230013, 143230, 398335]",4,"[398335, 148548, 398325, 36346, 230013, 143230]",36
"[1, 1]","[19, 19]","[223681, 366339, 365028, 387238]","[223681, 366339, 365028, 387238]",10,"[223681, 366339, 365028, 387238]",40
"[1, 1]","[19, 19]","[89769, 287164, 81941, 227150]","[89769, 81941, 287164, 227150]",14,"[287164, 227150, 81941, 89769]",38
"[1, 1]","[19, 19]","[2489041, 5697, 31378, 108335]","[2489041, 108335, 5697, 31378]",2,"[5697, 31378, 2489041, 108335]",38
"[1, 1]","[19, 19]","[1333672, 185422, 391888, 392017, 276338, 1164788, 378837]","[1333672, 185422, 391888, 392017, 378837, 276338, 1164788]",8,"[1333672, 185422, 391888, 392017, 378837, 276338, 1164788]",40
"[1, 1]","[19, 19]","[193832, 204257, 60315, 679025]","[204257, 60315, 193832, 679025]",12,"[204257, 60315, 193832, 679025]",44
"[1, 1]","[19, 19]","[30440, 230546, 41100, 335765]","[30440, 335765, 230546, 41100]",2,"[230546, 41100, 30440, 335765]",36
"[1, 1]","[19, 19]","[244708, 145989, 24294, 131627, 360218, 251547, 137790]","[244708, 145989, 251547, 360218, 24294, 131627, 137790]",20,"[137790, 24294, 131627, 360218, 244708, 145989, 251547]",50
"[1, 1]","[19, 19]","[392000, 111873, 350562, 1101259, 5735, 321099, 499508, 180023, 22234, 32895]","[392000, 350562, 321099, 499508, 22234, 111873, 5735, 180023, 32895, 1101259]",6,"[1101259, 111873, 5735, 180023, 32895, 392000, 350562, 321099, 499508, 22234]",36
"[1, 1]","[19, 19]","[392705, 207762, 475125, 324086, 46071, 475132]","[475125, 46071, 392705, 207762, 475132, 324086]",10,"[324086, 475132, 392705, 207762, 475125, 46071]",36
"[1, 1]","[19, 19]","[2620902, 2150316, 2620913, 387191, 1101337, 1102073, 307102]","[387191, 1101337, 307102, 2620902, 2150316, 2620913, 1102073]",20,"[387191, 1101337, 307102, 2620902, 2150316, 2620913, 1102073]",44
"[1, 1]","[19, 19]","[1192448, 950952, 185422, 184241, 226774, 193832]","[1192448, 185422, 184241, 226774, 193832, 950952]",10,"[1192448, 185422, 184241, 226774, 193832, 950952]",44
"[1, 1]","[19, 19]","[408451, 170758, 380552, 395701, 231434, 357643, 59538, 76182, 375582, 274852, 348200, 1456044, 54430, 286783, 660042, 264804, 475110, 108775, 311912, 1101290, 408295, 1101292, 385901, 1101294, 236272, 49524, 227318, 19704, 308223, 207762, 1101291]","[231434, 274852, 286783, 108775, 170758, 348200, 357643, 375582, 1101290, 1101292, 1101294, 1101291, 475110, 76182, 54430, 49524, 408451, 408295, 236272, 395701, 385901, 227318, 311912, 19704, 207762, 380552, 59538, 308223, 1456044, 660042, 264804]",48,"[231434, 274852, 286783, 108775, 170758, 348200, 357643, 375582, 1101290, 1101292, 1101294, 1101291, 475110, 76182, 54430, 49524, 408451, 408295, 236272, 395701, 385901, 227318, 311912, 19704, 207762, 380552, 59538, 308223, 1456044, 660042, 264804]",48
"[1, 1]","[19, 19]","[154720, 2625154, 1075851, 817287, 336712, 1734057, 2626882, 1019019, 51164, 1080194, 191091, 751202, 289491, 2137707, 299576, 259577, 365562, 343071, 291100, 100382, 82591]","[2625154, 1734057, 154720, 336712, 751202, 259577, 191091, 289491, 343071, 51164, 299576, 100382, 2626882, 82591, 291100, 1019019, 1075851, 2137707, 365562, 1080194, 817287]",52,"[2625154, 1734057, 154720, 336712, 751202, 259577, 191091, 289491, 343071, 51164, 299576, 100382, 2626882, 82591, 291100, 1019019, 1075851, 2137707, 365562, 1080194, 817287]",52
"[1, 1]","[19, 19]","[356984, 376926, 360031]","[356984, 376926, 360031]",0,"[356984, 376926, 360031]",36
"[1, 1]","[19, 19]","[254322, 165051, 179564]","[254322, 165051, 179564]",0,"[254322, 165051, 179564]",36
"[1, 1]","[19, 19]","[265089, 206570, 322374, 354517, 136990]","[206570, 265089, 354517, 322374, 136990]",12,"[322374, 136990, 265089, 354517, 206570]",36
"[1, 1]","[19, 19]","[311368, 48409, 208299, 147629, 255229]","[311368, 255229, 208299, 147629, 48409]",8,"[311368, 255229, 208299, 147629, 48409]",36
"[1, 1]","[19, 19]","[349267, 328242, 95075, 225316, 303243]","[328242, 303243, 349267, 225316, 95075]",6,"[328242, 303243, 349267, 95075, 225316]",40
"[1, 1]","[19, 19]","[2150800, 363644, 396805, 396806]","[2150800, 363644, 396805, 396806]",12,"[396805, 396806, 363644, 2150800]",38
"[1, 1]","[19, 19]","[365587, 387491, 49925, 82695]","[365587, 387491, 82695, 49925]",14,"[365587, 387491, 82695, 49925]",36
"[1, 1]","[19, 19]","[356984, 376926, 360031]","[356984, 376926, 360031]",0,"[356984, 376926, 360031]",36
"[1, 1]","[19, 19]","[221912, 205154, 379532, 196285]","[221912, 205154, 379532, 196285]",0,"[221912, 205154, 379532, 196285]",36
"[1, 1]","[19, 19]","[172768, 379019, 259556]","[172768, 259556, 379019]",10,"[172768, 259556, 379019]",36
"[1, 1]","[19, 19]","[1321, 195946, 383371, 239436, 342032, 239574, 245818, 294908, 29598]","[1321, 294908, 383371, 239436, 29598, 195946, 245818, 239574, 342032]",26,"[342032, 239574, 195946, 245818, 383371, 239436, 29598, 294908, 1321]",56
"[1, 1]","[19, 19]","[488554, 356430, 1423408, 1423411, 392723, 488542]","[488554, 1423408, 1423411, 392723, 488542, 356430]",8,"[488554, 1423408, 1423411, 392723, 488542, 356430]",40
"[1, 1]","[19, 19]","[7177, 42210, 245715, 1138, 306809]","[7177, 42210, 245715, 306809, 1138]",2,"[1138, 7177, 42210, 245715, 306809]",36
"[1, 1]","[19, 19]","[149408, 373288, 195946, 780493, 391857, 1102104, 72860]","[780493, 195946, 72860, 373288, 149408, 1102104, 391857]",34,"[391857, 149408, 1102104, 373288, 195946, 72860, 780493]",50
"[1, 1]","[19, 19]","[17057, 399874, 362469, 1058452, 2184187, 393663]","[362469, 1058452, 17057, 393663, 399874, 2184187]",14,"[2184187, 399874, 17057, 393663, 362469, 1058452]",40
"[1, 1]","[19, 19]","[110313, 52017, 372539, 156385, 305367]","[110313, 52017, 372539, 156385, 305367]",0,"[110313, 52017, 372539, 156385, 305367]",36
"[1, 1]","[19, 19]",[70172],[70172],0,[70172],48
"[1, 1]","[19, 19]","[311368, 48409, 208299, 147629, 255229]","[311368, 255229, 208299, 147629, 48409]",8,"[311368, 255229, 208299, 147629, 48409]",36
"[1, 1]","[19, 19]","[395664, 17057, 2586530, 1145765, 1145766]","[395664, 17057, 1145766, 1145765, 2586530]",20,"[2586530, 1145765, 17057, 1145766, 395664]",36
"[1, 1]","[19, 19]","[741988, 1406725, 350155, 4847, 391890, 476883]","[741988, 391890, 4847, 350155, 476883, 1406725]",30,"[741988, 391890, 4847, 350155, 476883, 1406725]",50
"[1, 1]","[19, 19]","[285408, 306176, 383371, 176484, 34182, 309096, 239436, 337003, 41100, 191515, 156753, 71795, 204756, 394165, 180023, 1190168, 1588730, 151579, 96509, 327710, 32895]","[176484, 1190168, 337003, 394165, 309096, 71795, 306176, 383371, 239436, 191515, 327710, 1588730, 285408, 34182, 180023, 32895, 96509, 41100, 204756, 151579, 156753]",36,"[176484, 1190168, 337003, 394165, 309096, 71795, 306176, 383371, 239436, 191515, 327710, 1588730, 285408, 34182, 180023, 32895, 96509, 41100, 204756, 151579, 156753]",36
"[1, 1]","[19, 19]","[42416, 366339, 365028, 387238]","[42416, 366339, 365028, 387238]",2,"[42416, 366339, 365028, 387238]",36
"[1, 1]","[19, 19]","[41100, 2150795, 323532, 204756, 709705, 96509]","[96509, 41100, 204756, 323532, 709705, 2150795]",26,"[96509, 41100, 204756, 323532, 709705, 2150795]",42
"[1, 1]","[19, 19]","[49473, 31378, 128827, 148141]","[49473, 31378, 128827, 148141]",20,"[148141, 31378, 128827, 49473]",50
"[1, 1]","[19, 19]","[1628548, 2625638, 2625639, 2625640, 2136618, 2253383, 1622189, 1623758, 1622221, 2253361, 1621140, 1628622, 2624695, 1628109, 1622191, 2253119]","[1628548, 2625638, 2625639, 2625640, 2136618, 2253383, 1622189, 1623758, 1622221, 2253361, 1621140, 1628622, 2624695, 1628109, 1622191, 2253119]",0,"[1628548, 2625638, 2625639, 2625640, 2136618, 2253383, 1622189, 1623758, 1622221, 2253361, 1621140, 1628622, 2624695, 1628109, 1622191, 2253119]",36
"[1, 1]","[19, 19]","[322161, 70619, 191076, 71141]","[322161, 70619, 191076, 71141]",0,"[322161, 70619, 191076, 71141]",36
"[1, 1]","[19, 19]","[1192657, 81066, 155925, 391857]","[81066, 155925, 1192657, 391857]",18,"[391857, 1192657, 81066, 155925]",38
"[1, 1]","[19, 19]","[176484, 89769, 1190986, 84012, 780493, 661741, 87798, 475044, 736830]","[780493, 84012, 661741, 87798, 176484, 475044, 1190986, 736830, 89769]",36,"[87798, 661741, 84012, 780493, 1190986, 736830, 176484, 475044, 89769]",62
"[1, 1]","[19, 19]","[59313, 2150795, 336788, 48365, 355027]","[59313, 48365, 355027, 336788, 2150795]",18,"[59313, 48365, 355027, 336788, 2150795]",42
"[1, 1]","[19, 19]","[391888, 193832, 392019, 206395]","[391888, 193832, 392019, 206395]",0,"[391888, 193832, 392019, 206395]",36
"[1, 1]","[19, 19]","[100598, 193618, 17653, 154454]","[100598, 154454, 193618, 17653]",8,"[100598, 154454, 17653, 193618]",40
"[1, 1]","[19, 19]","[311561, 164588, 257518, 294886]","[311561, 164588, 257518, 294886]",6,"[257518, 294886, 311561, 164588]",36
"[1, 1]","[19, 19]","[363644, 396795, 70012, 249966]","[363644, 396795, 70012, 249966]",4,"[70012, 249966, 363644, 396795]",36
"[1, 1]","[19, 19]","[1117760, 1101314, 272457, 372898, 708440, 251547]","[1117760, 272457, 251547, 1101314, 708440, 372898]",20,"[372898, 708440, 1101314, 1117760, 272457, 251547]",54
"[1, 1]","[19, 19]","[358857, 2166906, 780187, 360342]","[358857, 2166906, 360342, 780187]",8,"[780187, 358857, 2166906, 360342]",36
"[1, 1]","[19, 19]","[17032, 68048, 374101]","[17032, 68048, 374101]",6,"[374101, 17032, 68048]",36
"[1, 1]","[19, 19]","[381992, 91849, 113039, 376286, 366647, 5307, 383599]","[381992, 366647, 383599, 91849, 113039, 376286, 5307]",14,"[91849, 113039, 376286, 381992, 366647, 383599, 5307]",44
"[1, 1]","[19, 19]","[260033, 106685, 103926]","[260033, 106685, 103926]",0,"[260033, 106685, 103926]",36
"[1, 1]","[19, 19]","[386536, 358424, 375744, 352293]","[386536, 358424, 375744, 352293]",14,"[386536, 358424, 375744, 352293]",50
"[1, 1]","[19, 19]","[34054, 388198, 382158, 286783]","[34054, 388198, 382158, 286783]",14,"[286783, 382158, 34054, 388198]",44
"[1, 1]","[19, 19]","[360056, 17112, 367941, 198029]","[367941, 360056, 17112, 198029]",4,"[367941, 360056, 17112, 198029]",36
"[1, 1]","[19, 19]","[1400584, 1400569, 391857, 190046, 1720591]","[1400584, 1400569, 1720591, 190046, 391857]",26,"[391857, 190046, 1720591, 1400584, 1400569]",50
"[1, 1]","[19, 19]","[1327769, 168753, 219501, 208974, 1399145]","[1327769, 1399145, 168753, 219501, 208974]",6,"[168753, 219501, 208974, 1327769, 1399145]",36
"[1, 1]","[19, 19]","[317225, 219501, 208974, 168753, 392501, 1399145, 1327769]","[219501, 208974, 168753, 317225, 392501, 1399145, 1327769]",6,"[219501, 208974, 168753, 317225, 392501, 1399145, 1327769]",36
"[1, 1]","[19, 19]","[366339, 365028, 387238]","[366339, 365028, 387238]",0,"[366339, 365028, 387238]",36
"[1, 1]","[19, 19]","[356984, 376926, 360031]","[356984, 376926, 360031]",0,"[356984, 376926, 360031]",36
"[1, 1]","[19, 19]","[396794, 944530, 944526, 944527]","[944530, 944526, 396794, 944527]",42,"[944527, 396794, 944526, 944530]",70
"[1, 1]","[19, 19]",[2620261],[2620261],0,[2620261],66
"[1, 1]","[19, 19]","[2217451, 2217452, 2217453, 2217454]","[2217451, 2217452, 2217453, 2217454]",0,"[2217451, 2217452, 2217453, 2217454]",36
"[1, 1]","[19, 19]","[2217451, 2217452, 2217453, 2217454]","[2217451, 2217452, 2217453, 2217454]",0,"[2217451, 2217452, 2217453, 2217454]",36
"[1, 1]","[19, 19]","[298112, 380393, 393243, 181025, 135359]","[298112, 135359, 380393, 181025, 393243]",18,"[380393, 298112, 135359, 181025, 393243]",52
"[1, 1]","[19, 19]","[361101, 8659, 157585, 392819, 262522, 201055]","[361101, 392819, 8659, 157585, 262522, 201055]",34,"[361101, 392819, 8659, 201055, 157585, 262522]",44
"[1, 1]","[19, 19]","[145958, 18602, 393035, 352109, 276338, 81941, 119063, 306104]","[145958, 18602, 393035, 352109, 119063, 276338, 81941, 306104]",16,"[145958, 18602, 393035, 352109, 119063, 276338, 81941, 306104]",44
"[1, 1]","[19, 19]","[20320, 206273, 187843, 1130884, 2108488, 139531, 239436, 1211567, 4568, 204596, 212024]","[20320, 187843, 139531, 4568, 204596, 206273, 239436, 1211567, 212024, 1130884, 2108488]",10,"[20320, 187843, 139531, 4568, 204596, 206273, 239436, 1211567, 212024, 1130884, 2108488]",10
"[1, 1]","[19, 19]","[660928, 848393, 657787, 357643, 2203572]","[848393, 660928, 2203572, 357643, 657787]",20,"[848393, 660928, 2203572, 357643, 657787]",38
"[1, 1]","[19, 19]","[356984, 376926, 360031]","[356984, 376926, 360031]",0,"[356984, 376926, 360031]",36
"[1, 1]","[19, 19]","[356984, 376926, 360031]","[356984, 376926, 360031]",0,"[356984, 376926, 360031]",36
"[1, 1]","[19, 19]","[393682, 374101, 396223]","[393682, 396223, 374101]",2,"[393682, 396223, 374101]",36
"[1, 1]","[19, 19]","[263100, 1192499, 132324, 390726, 363644]","[1192499, 363644, 263100, 132324, 390726]",26,"[390726, 263100, 1192499, 363644, 132324]",44
"[1, 1]","[19, 19]","[391888, 392017, 1164787, 138617]","[391888, 392017, 1164787, 138617]",4,"[391888, 392017, 1164787, 138617]",36
"[1, 1]","[19, 19]","[311368, 48409, 208299, 147629, 255229]","[311368, 255229, 208299, 147629, 48409]",8,"[311368, 255229, 208299, 147629, 48409]",36
"[1, 1]","[19, 19]","[1102098, 272175, 1915382, 108335]","[272175, 108335, 1102098, 1915382]",20,"[1915382, 1102098, 272175, 108335]",38
"[1, 1]","[19, 19]","[19459, 38249, 185354, 352304, 58513, 139703, 306809]","[19459, 38249, 185354, 352304, 58513, 139703, 306809]",0,"[19459, 38249, 185354, 352304, 58513, 139703, 306809]",36
"[1, 1]","[19, 19]","[17032, 68048, 374101]","[17032, 68048, 374101]",6,"[374101, 17032, 68048]",36
"[1, 1]","[19, 19]","[156385, 358566, 110313, 227150, 52017, 372539]","[156385, 358566, 110313, 227150, 52017, 372539]",0,"[156385, 358566, 110313, 227150, 52017, 372539]",36
"[1, 1]","[19, 19]","[390485, 386894, 1164911]","[390485, 386894, 1164911]",8,"[390485, 386894, 1164911]",36
"[1, 1]","[19, 19]","[391888, 392017, 1114033, 184241]","[391888, 392017, 184241, 1114033]",4,"[391888, 392017, 184241, 1114033]",36
"[1, 1]","[19, 19]","[356984, 1321, 376926, 360031]","[356984, 376926, 360031, 1321]",6,"[356984, 376926, 360031, 1321]",36
"[1, 1]","[19, 19]","[374555, 375924, 361375, 358950, 375855]","[374555, 375924, 361375, 375855, 358950]",4,"[358950, 374555, 375924, 361375, 375855]",36
"[1, 1]","[19, 19]","[185569, 294886, 1372060, 257518, 2150803, 171190, 358583, 190744, 392186, 126076]","[1372060, 185569, 294886, 257518, 190744, 358583, 392186, 171190, 126076, 2150803]",32,"[1372060, 185569, 294886, 257518, 358583, 392186, 190744, 171190, 126076, 2150803]",50
"[1, 1]","[19, 19]","[209413, 443527, 396808, 678282, 371594, 613907, 632097, 411298, 391846, 2276397, 2276400, 2276401, 2276402, 2276403, 2276404, 2203573, 2276406, 2203575, 2276408, 2203577, 2203578, 2203579, 2203580, 2203581, 2276405, 2203574, 1142096, 2203576, 264914, 398305, 384231, 641385, 1962221, 1962224, 411257, 411262]","[1142096, 443527, 641385, 396808, 264914, 209413, 411298, 411257, 411262, 678282, 1962221, 1962224, 371594, 391846, 632097, 2276397, 2276400, 2276401, 2276402, 2276403, 2276404, 2203573, 2276406, 2203575, 2276408, 2203577, 2203578, 2203579, 2203580, 2203581, 2276405, 2203574, 2203576, 613907, 384231, 398305]",46,"[1142096, 443527, 641385, 396808, 264914, 209413, 411298, 411257, 411262, 678282, 1962221, 1962224, 371594, 391846, 632097, 2276397, 2276400, 2276401, 2276402, 2276403, 2276404, 2203573, 2276406, 2203575, 2276408, 2203577, 2203578, 2203579, 2203580, 2203581, 2276405, 2203574, 2203576, 613907, 384231, 398305]",46
"[1, 1]","[19, 19]","[356984, 376926, 360031]","[356984, 376926, 360031]",0,"[356984, 376926, 360031]",36
"[1, 1]","[19, 19]","[308098, 16643, 43851, 401388, 377050, 130172, 388477]","[308098, 16643, 43851, 401388, 130172, 377050, 388477]",22,"[377050, 308098, 16643, 43851, 401388, 130172, 388477]",48
"[1, 1]","[19, 19]","[274852, 89769, 231434, 324086, 361560, 286783, 485119]","[274852, 231434, 286783, 324086, 485119, 361560, 89769]",26,"[274852, 231434, 286783, 324086, 485119, 361560, 89769]",50
"[1, 1]","[19, 19]","[156385, 367514, 43123, 110313]","[156385, 367514, 43123, 110313]",0,"[156385, 367514, 43123, 110313]",36
"[1, 1]","[19, 19]","[398339, 618980, 51878, 45991, 381992, 125771, 61261, 409583, 343048, 742291, 1190997, 184312, 365434, 643519, 281214, 122975]","[398339, 51878, 1190997, 281214, 45991, 61261, 125771, 742291, 184312, 122975, 618980, 409583, 343048, 365434, 643519, 381992]",28,"[398339, 51878, 1190997, 281214, 45991, 61261, 125771, 742291, 184312, 122975, 618980, 409583, 343048, 365434, 643519, 381992]",28
"[1, 1]","[19, 19]","[205939, 130341, 367167]","[205939, 130341, 367167]",2,"[205939, 130341, 367167]",38
"[1, 1]","[19, 19]","[1101258, 111873, 253725, 154454, 206273, 944522, 239436, 96509, 226774, 609657, 177787, 287261, 195946, 29598]","[253725, 154454, 226774, 177787, 195946, 944522, 609657, 111873, 287261, 96509, 206273, 239436, 29598, 1101258]",28,"[253725, 154454, 226774, 177787, 195946, 944522, 609657, 111873, 287261, 96509, 206273, 239436, 29598, 1101258]",28
"[1, 1]","[19, 19]","[814408, 814409, 18602, 340367, 230004, 2337431, 191515]","[814408, 814409, 191515, 18602, 340367, 2337431, 230004]",6,"[18602, 340367, 230004, 2337431, 814408, 814409, 191515]",40
"[1, 1]","[19, 19]","[324512, 317225, 250332, 395809]","[250332, 324512, 317225, 395809]",16,"[324512, 250332, 317225, 395809]",44
"[1, 1]","[19, 19]","[383336, 920290, 1192439, 1164775]","[383336, 920290, 1192439, 1164775]",18,"[383336, 920290, 1192439, 1164775]",48
"[1, 1]","[19, 19]","[1328777, 84012, 374101]","[1328777, 374101, 84012]",4,"[1328777, 374101, 84012]",36
"[1, 1]","[19, 19]","[356984, 89769, 376926, 360031]","[356984, 376926, 360031, 89769]",16,"[356984, 376926, 360031, 89769]",38
"[1, 1]","[19, 19]","[1192448, 1164787, 384917, 1101335]","[1192448, 1164787, 1101335, 384917]",10,"[1192448, 1164787, 1101335, 384917]",44
"[1, 1]","[19, 19]","[67992, 1392961, 1392960, 1101327]","[67992, 1101327, 1392961, 1392960]",6,"[1392961, 1392960, 1101327, 67992]",40
"[1, 1]","[19, 19]","[97707, 44791, 87377, 2214295, 879064, 269820, 640126]","[87377, 269820, 879064, 44791, 2214295, 97707, 640126]",12,"[87377, 269820, 879064, 44791, 97707, 2214295, 640126]",40
